 ,WTON,WTOF,PHOT,HROR
2023-01-01 00:00:00+00:00,0.195766902,0,0,0.488106937
2023-01-01 01:00:00+00:00,0.189830776,0,0,0.480764104
2023-01-01 02:00:00+00:00,0.183433425,0,0,0.471513693
2023-01-01 03:00:00+00:00,0.157727293,0,0,0.463936151
2023-01-01 04:00:00+00:00,0.151059471,0,0,0.462475676
2023-01-01 05:00:00+00:00,0.155056748,0,0,0.462548452
2023-01-01 06:00:00+00:00,0.164853492,0,0,0.459674553
2023-01-01 07:00:00+00:00,0.147073583,0,0.00190812,0.444815191
2023-01-01 08:00:00+00:00,0.142521129,0,0.043294746,0.434350228
2023-01-01 09:00:00+00:00,0.176065226,0,0.135991134,0.439243178
2023-01-01 10:00:00+00:00,0.19718474,0,0.215225939,0.475866042
2023-01-01 11:00:00+00:00,0.208775133,0,0.248993747,0.464624009
2023-01-01 12:00:00+00:00,0.207619226,0,0.283977468,0.453856837
2023-01-01 13:00:00+00:00,0.20630673,0,0.281176767,0.456499105
2023-01-01 14:00:00+00:00,0.197392575,0,0.242718354,0.466533456
2023-01-01 15:00:00+00:00,0.203974985,0,0.139597891,0.484489223
2023-01-01 16:00:00+00:00,0.259358903,0,0.031568232,0.494044866
2023-01-01 17:00:00+00:00,0.348984447,0,0,0.490539927
2023-01-01 18:00:00+00:00,0.359766275,0,0,0.506715054
2023-01-01 19:00:00+00:00,0.361984137,0,0,0.507954507
2023-01-01 20:00:00+00:00,0.356267235,0,0,0.510276335
2023-01-01 21:00:00+00:00,0.369480454,0,0,0.49363003
2023-01-01 22:00:00+00:00,0.367538757,0,0,0.479834666
2023-01-01 23:00:00+00:00,0.374989521,0,0,0.489238929
2023-01-02 00:00:00+00:00,0.369486149,0,0,0.517760909
2023-01-02 01:00:00+00:00,0.317265318,0,0,0.517978304
2023-01-02 02:00:00+00:00,0.279755262,0,0,0.515144513
2023-01-02 03:00:00+00:00,0.251543715,0,0,0.526254093
2023-01-02 04:00:00+00:00,0.210546007,0,0,0.528325748
2023-01-02 05:00:00+00:00,0.182801377,0,0,0.525126132
2023-01-02 06:00:00+00:00,0.156056067,0,0,0.521622567
2023-01-02 07:00:00+00:00,0.139722466,0,0.002231453,0.541727767
2023-01-02 08:00:00+00:00,0.114451935,0,0.045863195,0.558236068
2023-01-02 09:00:00+00:00,0.089429097,0,0.128449733,0.577123931
2023-01-02 10:00:00+00:00,0.067623442,0,0.209105382,0.587938265
2023-01-02 11:00:00+00:00,0.059751312,0,0.25064229,0.594890025
2023-01-02 12:00:00+00:00,0.05463514,0,0.277925221,0.599938129
2023-01-02 13:00:00+00:00,0.051013676,0,0.254417544,0.61843961
2023-01-02 14:00:00+00:00,0.049251344,0,0.194140984,0.624288254
2023-01-02 15:00:00+00:00,0.05262796,0,0.135098553,0.627941989
2023-01-02 16:00:00+00:00,0.056591072,0,0.037042123,0.636792185
2023-01-02 17:00:00+00:00,0.070413563,0,0,0.641577601
2023-01-02 18:00:00+00:00,0.084668808,0,0,0.642840158
2023-01-02 19:00:00+00:00,0.095365224,0,0,0.641214836
2023-01-02 20:00:00+00:00,0.103169024,0,0,0.635757832
2023-01-02 21:00:00+00:00,0.104487214,0,0,0.627978158
2023-01-02 22:00:00+00:00,0.101959022,0,0,0.613300682
2023-01-02 23:00:00+00:00,0.110431882,0,0,0.591407348
2023-01-03 00:00:00+00:00,0.1191866,0,0,0.579755315
2023-01-03 01:00:00+00:00,0.119132506,0,0,0.57938
2023-01-03 02:00:00+00:00,0.114258334,0,0,0.57746535
2023-01-03 03:00:00+00:00,0.120416532,0,0,0.575716883
2023-01-03 04:00:00+00:00,0.12265717,0,0,0.57506349
2023-01-03 05:00:00+00:00,0.123087077,0,0,0.576990617
2023-01-03 06:00:00+00:00,0.130438194,0,0,0.583999434
2023-01-03 07:00:00+00:00,0.129333533,0,0.001985538,0.590599551
2023-01-03 08:00:00+00:00,0.113145133,0,0.077804853,0.595042431
2023-01-03 09:00:00+00:00,0.097343933,0,0.248196799,0.605653936
2023-01-03 10:00:00+00:00,0.08465742,0,0.352637917,0.606233344
2023-01-03 11:00:00+00:00,0.083074453,0,0.380927279,0.610031222
2023-01-03 12:00:00+00:00,0.083285135,0,0.395021867,0.614198899
2023-01-03 13:00:00+00:00,0.082860923,0,0.40753622,0.615529597
2023-01-03 14:00:00+00:00,0.082021039,0,0.418452125,0.618271191
2023-01-03 15:00:00+00:00,0.076201643,0,0.305271908,0.627261827
2023-01-03 16:00:00+00:00,0.076452184,0,0.081753159,0.632871053
2023-01-03 17:00:00+00:00,0.089172862,0,0.002500138,0.637278369
2023-01-03 18:00:00+00:00,0.09473887,0,0,0.640059923
2023-01-03 19:00:00+00:00,0.096854238,0,0,0.640668573
2023-01-03 20:00:00+00:00,0.097241438,0,0,0.637459687
2023-01-03 21:00:00+00:00,0.096862779,0,0,0.626669831
2023-01-03 22:00:00+00:00,0.102602458,0,0,0.61865585
2023-01-03 23:00:00+00:00,0.111986378,0,0,0.609711093
2023-01-04 00:00:00+00:00,0.119106883,0,0,0.593160688
2023-01-04 01:00:00+00:00,0.123152559,0,0,0.583361431
2023-01-04 02:00:00+00:00,0.126711388,0,0,0.583138796
2023-01-04 03:00:00+00:00,0.131967066,0,0,0.582974188
